sample-id	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	BioSampleModel	Bytes	Center Name	collection_date	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	env_biome	env_feature	env_material	Experiment	geo_loc_name_country	geo_loc_name_country_continent	geo_loc_name	Host	Family	Order	Life_trait	Instrument	Isolation_source	lat_lon	lat_dec	lon_dec	Library Name	LibraryLayout	LibrarySelection	Region	LibrarySource	misc_param	Organism	Platform	ReleaseDate	Sample Name	SRA Study	Altitude (m)	Ann_mean_temp	Ann_mean_precip	Precip_Rainy	Precip_Dry	Main_Text	pH	C (%)	N (ug g-1)	P (ug g-1)	K (ug g-1)	EC (mS/m)	Strategy	Soils	Sand (%)	Silt (%)	Clay (%)	Texture	Density (kg/dm3)	Gravel (%)	Organic_C (%w)	CEC_clay  (cmol/kg)	CEC_soil (cmol/kg)	Saturation (%)	TEB (cmol/kg)	CaCO (%w)	Gypsum (%w)	Sodicity (%)
SRR7527056	AMPLICON	602	101104696	PRJNA481151	SAMN09661548	MIMS.me,MIGS/MIMS/MIMARKS.plant-associated	69580767	KAUST	01/04/2017	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	Sandy desert	Dune	Root system	SRX4395408	Namibia	Africa	Namibia	Stipagrostis seelyae	Poaceae	Poales	Perennial	Illumina MiSeq	Rhizosheath	23.73 S 15.77 E	-23.73	15.77	Y21	PAIRED	PCR	v3/v4	METAGENOMIC	S. seelyae RSH biological replicate 7	root metagenome	ILLUMINA	jueves, 21 de marzo de 2019	Y21	SRP153940	923	19.83333	102	77	2	Sandy loam	7.43	na	2.49	0.24	6.4	0.001234	Xerophyte	RG	81	14	5	loamy sand	1.68	10	0.14	62	4	100	4	3	0.1	2
SRR7527057	AMPLICON	602	78662738	PRJNA481151	SAMN09661545	MIMS.me,MIGS/MIMS/MIMARKS.plant-associated	53918970	KAUST	01/04/2017	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	Sandy desert	Dune	Root system	SRX4395407	Namibia	Africa	Namibia	Stipagrostis seelyae	Poaceae	Poales	Perennial	Illumina MiSeq	Rhizosheath	23.73 S 15.77 E	-23.73	15.77	Y18	PAIRED	PCR	v3/v4	METAGENOMIC	S. seelyae RSH biological replicate 4	root metagenome	ILLUMINA	jueves, 21 de marzo de 2019	Y18	SRP153940	923	19.83333	102	77	2	Sandy loam	7.43	na	2.49	0.24	6.4	0.001234	Xerophyte	RG	81	14	5	loamy sand	1.68	10	0.14	62	4	100	4	3	0.1	2
SRR7527058	AMPLICON	602	78832502	PRJNA481151	SAMN09661546	MIMS.me,MIGS/MIMS/MIMARKS.plant-associated	52904949	KAUST	01/04/2017	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	Sandy desert	Dune	Root system	SRX4395406	Namibia	Africa	Namibia	Stipagrostis seelyae	Poaceae	Poales	Perennial	Illumina MiSeq	Rhizosheath	23.73 S 15.77 E	-23.73	15.77	Y19	PAIRED	PCR	v3/v4	METAGENOMIC	S. seelyae RSH biological replicate 5	root metagenome	ILLUMINA	jueves, 21 de marzo de 2019	Y19	SRP153940	923	19.83333	102	77	2	Sandy loam	7.43	na	2.49	0.24	6.4	0.001234	Xerophyte	RG	81	14	5	loamy sand	1.68	10	0.14	62	4	100	4	3	0.1	2
SRR7527059	AMPLICON	602	38099376	PRJNA481151	SAMN09661551	MIMS.me,MIGS/MIMS/MIMARKS.plant-associated	22556059	KAUST	01/04/2017	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	Sandy desert	Dune	Root system	SRX4395405	Namibia	Africa	Namibia	Cladoraphis spinosa	Poaceae	Poales	Perennial	Illumina MiSeq	Rhizosheath	23.73 S 15.77 E	-23.73	15.77	Z18	PAIRED	PCR	v3/v4	METAGENOMIC	C. spinosa RSH biological replicate 3	root metagenome	ILLUMINA	jueves, 21 de marzo de 2019	Z18	SRP153940	923	19.83333	102	77	2	Sandy loam	7.43	na	2.49	0.24	6.4	0.001234	Xerophyte	RG	81	14	5	loamy sand	1.68	10	0.14	62	4	100	4	3	0.1	2
SRR7527062	AMPLICON	602	45522638	PRJNA481151	SAMN09661550	MIMS.me,MIGS/MIMS/MIMARKS.plant-associated	28252059	KAUST	01/04/2017	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	Sandy desert	Dune	Root system	SRX4395402	Namibia	Africa	Namibia	Cladoraphis spinosa	Poaceae	Poales	Perennial	Illumina MiSeq	Rhizosheath	23.73 S 15.77 E	-23.73	15.77	Z17	PAIRED	PCR	v3/v4	METAGENOMIC	C. spinosa RSH biological replicate 2	root metagenome	ILLUMINA	jueves, 21 de marzo de 2019	Z17	SRP153940	923	19.83333	102	77	2	Sandy loam	7.43	na	2.49	0.24	6.4	0.001234	Xerophyte	RG	81	14	5	loamy sand	1.68	10	0.14	62	4	100	4	3	0.1	2
SRR7527064	AMPLICON	602	47367768	PRJNA481151	SAMN09661592	MIMS.me,MIGS/MIMS/MIMARKS.plant-associated	26169121	KAUST	01/04/2017	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	Sandy desert	Dune	Root system	SRX4395400	Namibia	Africa	Namibia	Cladoraphis spinosa	Poaceae	Poales	Perennial	Illumina MiSeq	Outer Rhizosphere	23.73 S 15.77 E	-23.73	15.77	Z3	PAIRED	PCR	v3/v4	METAGENOMIC	C. spinosa Outer RSP biological replicate 3	rhizosphere metagenome	ILLUMINA	jueves, 21 de marzo de 2019	Z3	SRP153940	923	19.83333	102	77	2	Sandy loam	7.43	na	2.49	0.24	6.4	0.001234	Xerophyte	RG	81	14	5	loamy sand	1.68	10	0.14	62	4	100	4	3	0.1	2
SRR7527067	AMPLICON	602	83835122	PRJNA481151	SAMN09661587	MIMS.me,MIGS/MIMS/MIMARKS.plant-associated	45641247	KAUST	01/04/2017	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	Sandy desert	Dune	Root system	SRX4395397	Namibia	Africa	Namibia	Stipagrostis seelyae	Poaceae	Poales	Perennial	Illumina MiSeq	Outer Rhizosphere	23.73 S 15.77 E	-23.73	15.77	Y5	PAIRED	PCR	v3/v4	METAGENOMIC	S. seelyae Outer RSP biological replicate 5	rhizosphere metagenome	ILLUMINA	jueves, 21 de marzo de 2019	Y5	SRP153940	923	19.83333	102	77	2	Sandy loam	7.43	na	2.49	0.24	6.4	0.001234	Xerophyte	RG	81	14	5	loamy sand	1.68	10	0.14	62	4	100	4	3	0.1	2
SRR7527069	AMPLICON	602	49931084	PRJNA481151	SAMN09661581	MIMS.me,MIGS/MIMS/MIMARKS.plant-associated	27726644	KAUST	01/04/2017	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	Sandy desert	Dune	Root system	SRX4395395	Namibia	Africa	Namibia	Stipagrostis sabulicola	Poaceae	Poales	Perennial	Illumina MiSeq	Outer Rhizosphere	23.73 S 15.77 E	-23.73	15.77	W6	PAIRED	PCR	v3/v4	METAGENOMIC	S. sabulicola Outer RSP biological replicate 6	rhizosphere metagenome	ILLUMINA	jueves, 21 de marzo de 2019	W6	SRP153940	923	19.83333	102	77	2	Sandy loam	7.43	na	2.49	0.24	6.4	0.001234	Xerophyte	RG	81	14	5	loamy sand	1.68	10	0.14	62	4	100	4	3	0.1	2
SRR7527070	AMPLICON	602	81214616	PRJNA481151	SAMN09661586	MIMS.me,MIGS/MIMS/MIMARKS.plant-associated	44461360	KAUST	01/04/2017	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	Sandy desert	Dune	Root system	SRX4395394	Namibia	Africa	Namibia	Stipagrostis seelyae	Poaceae	Poales	Perennial	Illumina MiSeq	Outer Rhizosphere	23.73 S 15.77 E	-23.73	15.77	Y4	PAIRED	PCR	v3/v4	METAGENOMIC	S. seelyae Outer RSP biological replicate 4	rhizosphere metagenome	ILLUMINA	jueves, 21 de marzo de 2019	Y4	SRP153940	923	19.83333	102	77	2	Sandy loam	7.43	na	2.49	0.24	6.4	0.001234	Xerophyte	RG	81	14	5	loamy sand	1.68	10	0.14	62	4	100	4	3	0.1	2
SRR7527072	AMPLICON	602	38972878	PRJNA481151	SAMN09661576	MIMS.me,MIGS/MIMS/MIMARKS.plant-associated	21745068	KAUST	01/04/2017	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	Sandy desert	Dune	Root system	SRX4395392	Namibia	Africa	Namibia	Stipagrostis sabulicola	Poaceae	Poales	Perennial	Illumina MiSeq	Outer Rhizosphere	23.73 S 15.77 E	-23.73	15.77	W1	PAIRED	PCR	v3/v4	METAGENOMIC	S. sabulicola Outer RSP biological replicate 1	rhizosphere metagenome	ILLUMINA	jueves, 21 de marzo de 2019	W1	SRP153940	923	19.83333	102	77	2	Sandy loam	7.43	na	2.49	0.24	6.4	0.001234	Xerophyte	RG	81	14	5	loamy sand	1.68	10	0.14	62	4	100	4	3	0.1	2
SRR7527073	AMPLICON	602	61860918	PRJNA481151	SAMN09661593	MIMS.me,MIGS/MIMS/MIMARKS.plant-associated	34115807	KAUST	01/04/2017	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	Sandy desert	Dune	Root system	SRX4395391	Namibia	Africa	Namibia	Cladoraphis spinosa	Poaceae	Poales	Perennial	Illumina MiSeq	Outer Rhizosphere	23.73 S 15.77 E	-23.73	15.77	Z4	PAIRED	PCR	v3/v4	METAGENOMIC	C. spinosa Outer RSP biological replicate 4	rhizosphere metagenome	ILLUMINA	jueves, 21 de marzo de 2019	Z4	SRP153940	923	19.83333	102	77	2	Sandy loam	7.43	na	2.49	0.24	6.4	0.001234	Xerophyte	RG	81	14	5	loamy sand	1.68	10	0.14	62	4	100	4	3	0.1	2
SRR7527074	AMPLICON	602	49211694	PRJNA481151	SAMN09661594	MIMS.me,MIGS/MIMS/MIMARKS.plant-associated	27195350	KAUST	01/04/2017	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	Sandy desert	Dune	Root system	SRX4395390	Namibia	Africa	Namibia	Cladoraphis spinosa	Poaceae	Poales	Perennial	Illumina MiSeq	Outer Rhizosphere	23.73 S 15.77 E	-23.73	15.77	Z5	PAIRED	PCR	v3/v4	METAGENOMIC	C. spinosa Outer RSP biological replicate 5	rhizosphere metagenome	ILLUMINA	jueves, 21 de marzo de 2019	Z5	SRP153940	923	19.83333	102	77	2	Sandy loam	7.43	na	2.49	0.24	6.4	0.001234	Xerophyte	RG	81	14	5	loamy sand	1.68	10	0.14	62	4	100	4	3	0.1	2
SRR7527076	AMPLICON	602	51160368	PRJNA481151	SAMN09661578	MIMS.me,MIGS/MIMS/MIMARKS.plant-associated	28275831	KAUST	01/04/2017	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	Sandy desert	Dune	Root system	SRX4395388	Namibia	Africa	Namibia	Stipagrostis sabulicola	Poaceae	Poales	Perennial	Illumina MiSeq	Outer Rhizosphere	23.73 S 15.77 E	-23.73	15.77	W3	PAIRED	PCR	v3/v4	METAGENOMIC	S. sabulicola Outer RSP biological replicate 3	rhizosphere metagenome	ILLUMINA	jueves, 21 de marzo de 2019	W3	SRP153940	923	19.83333	102	77	2	Sandy loam	7.43	na	2.49	0.24	6.4	0.001234	Xerophyte	RG	81	14	5	loamy sand	1.68	10	0.14	62	4	100	4	3	0.1	2
SRR7527078	AMPLICON	602	113088710	PRJNA481151	SAMN09661541	MIMS.me,MIGS/MIMS/MIMARKS.plant-associated	76706605	KAUST	01/04/2017	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	Sandy desert	Dune	Root system	SRX4395386	Namibia	Africa	Namibia	Stipagrostis sabulicola	Poaceae	Poales	Perennial	Illumina MiSeq	Rhizosheath	23.73 S 15.77 E	-23.73	15.77	W21	PAIRED	PCR	v3/v4	METAGENOMIC	S. sabulicola RSH biological replicate 7	root metagenome	ILLUMINA	jueves, 21 de marzo de 2019	W21	SRP153940	923	19.83333	102	77	2	Sandy loam	7.43	na	2.49	0.24	6.4	0.001234	Xerophyte	RG	81	14	5	loamy sand	1.68	10	0.14	62	4	100	4	3	0.1	2
SRR7527086	AMPLICON	602	93700698	PRJNA481151	SAMN09661558	MIMS.me,MIGS/MIMS/MIMARKS.plant-associated	58579585	KAUST	01/04/2017	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	Sandy desert	Dune	Root system	SRX4395378	Namibia	Africa	Namibia	Stipagrostis sabulicola	Poaceae	Poales	Perennial	Illumina MiSeq	Outer Rhizosphere	23.73 S 15.77 E	-23.73	15.77	W11	PAIRED	PCR	v3/v4	METAGENOMIC	S. sabulicola Outer RSP biological replicate 4	rhizosphere metagenome	ILLUMINA	jueves, 21 de marzo de 2019	W11	SRP153940	923	19.83333	102	77	2	Sandy loam	7.43	na	2.49	0.24	6.4	0.001234	Xerophyte	RG	81	14	5	loamy sand	1.68	10	0.14	62	4	100	4	3	0.1	2
SRR7527088	AMPLICON	602	94872190	PRJNA481151	SAMN09661556	MIMS.me,MIGS/MIMS/MIMARKS.plant-associated	60130424	KAUST	01/04/2017	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	Sandy desert	Dune	Root system	SRX4395376	Namibia	Africa	Namibia	Stipagrostis sabulicola	Poaceae	Poales	Perennial	Illumina MiSeq	Outer Rhizosphere	23.73 S 15.77 E	-23.73	15.77	W9	PAIRED	PCR	v3/v4	METAGENOMIC	S. sabulicola Outer RSP biological replicate 2	rhizosphere metagenome	ILLUMINA	jueves, 21 de marzo de 2019	W9	SRP153940	923	19.83333	102	77	2	Sandy loam	7.43	na	2.49	0.24	6.4	0.001234	Xerophyte	RG	81	14	5	loamy sand	1.68	10	0.14	62	4	100	4	3	0.1	2
SRR7527090	AMPLICON	602	97491492	PRJNA481151	SAMN09661562	MIMS.me,MIGS/MIMS/MIMARKS.plant-associated	60792642	KAUST	01/04/2017	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	Sandy desert	Dune	Root system	SRX4395374	Namibia	Africa	Namibia	Stipagrostis seelyae	Poaceae	Poales	Perennial	Illumina MiSeq	Outer Rhizosphere	23.73 S 15.77 E	-23.73	15.77	Y8	PAIRED	PCR	v3/v4	METAGENOMIC	S. seelyae Outer RSP biological replicate 1	rhizosphere metagenome	ILLUMINA	jueves, 21 de marzo de 2019	Y8	SRP153940	923	19.83333	102	77	2	Sandy loam	7.43	na	2.49	0.24	6.4	0.001234	Xerophyte	RG	81	14	5	loamy sand	1.68	10	0.14	62	4	100	4	3	0.1	2
SRR7527098	AMPLICON	602	84370300	PRJNA481151	SAMN09661584	MIMS.me,MIGS/MIMS/MIMARKS.plant-associated	45847323	KAUST	01/04/2017	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	Sandy desert	Dune	Root system	SRX4395366	Namibia	Africa	Namibia	Stipagrostis seelyae	Poaceae	Poales	Perennial	Illumina MiSeq	Outer Rhizosphere	23.73 S 15.77 E	-23.73	15.77	Y2	PAIRED	PCR	v3/v4	METAGENOMIC	S. seelyae Outer RSP biological replicate 2	rhizosphere metagenome	ILLUMINA	jueves, 21 de marzo de 2019	Y2	SRP153940	923	19.83333	102	77	2	Sandy loam	7.43	na	2.49	0.24	6.4	0.001234	Xerophyte	RG	81	14	5	loamy sand	1.68	10	0.14	62	4	100	4	3	0.1	2
SRR7527099	AMPLICON	602	87465784	PRJNA481151	SAMN09661583	MIMS.me,MIGS/MIMS/MIMARKS.plant-associated	47609168	KAUST	01/04/2017	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	Sandy desert	Dune	Root system	SRX4395365	Namibia	Africa	Namibia	Stipagrostis seelyae	Poaceae	Poales	Perennial	Illumina MiSeq	Outer Rhizosphere	23.73 S 15.77 E	-23.73	15.77	Y1	PAIRED	PCR	v3/v4	METAGENOMIC	S. seelyae Outer RSP biological replicate 1	rhizosphere metagenome	ILLUMINA	jueves, 21 de marzo de 2019	Y1	SRP153940	923	19.83333	102	77	2	Sandy loam	7.43	na	2.49	0.24	6.4	0.001234	Xerophyte	RG	81	14	5	loamy sand	1.68	10	0.14	62	4	100	4	3	0.1	2
SRR7527100	AMPLICON	602	74759370	PRJNA481151	SAMN09661596	MIMS.me,MIGS/MIMS/MIMARKS.plant-associated	40506107	KAUST	01/04/2017	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	Sandy desert	Dune	Root system	SRX4395364	Namibia	Africa	Namibia	Cladoraphis spinosa	Poaceae	Poales	Perennial	Illumina MiSeq	Outer Rhizosphere	23.73 S 15.77 E	-23.73	15.77	Z7	PAIRED	PCR	v3/v4	METAGENOMIC	C. spinosa Outer RSP biological replicate 7	rhizosphere metagenome	ILLUMINA	jueves, 21 de marzo de 2019	Z7	SRP153940	923	19.83333	102	77	2	Sandy loam	7.43	na	2.49	0.24	6.4	0.001234	Xerophyte	RG	81	14	5	loamy sand	1.68	10	0.14	62	4	100	4	3	0.1	2
SRR7527101	AMPLICON	602	82367446	PRJNA481151	SAMN09661595	MIMS.me,MIGS/MIMS/MIMARKS.plant-associated	45135913	KAUST	01/04/2017	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	Sandy desert	Dune	Root system	SRX4395363	Namibia	Africa	Namibia	Cladoraphis spinosa	Poaceae	Poales	Perennial	Illumina MiSeq	Outer Rhizosphere	23.73 S 15.77 E	-23.73	15.77	Z6	PAIRED	PCR	v3/v4	METAGENOMIC	C. spinosa Outer RSP biological replicate 6	rhizosphere metagenome	ILLUMINA	jueves, 21 de marzo de 2019	Z6	SRP153940	923	19.83333	102	77	2	Sandy loam	7.43	na	2.49	0.24	6.4	0.001234	Xerophyte	RG	81	14	5	loamy sand	1.68	10	0.14	62	4	100	4	3	0.1	2
SRR7527033	AMPLICON	602	78911364	PRJNA481151	SAMN09661571	MIMS.me,MIGS/MIMS/MIMARKS.plant-associated	50321263	KAUST	01/04/2017	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	Sandy desert	Dune	Root system	SRX4395431	Namibia	Africa	Namibia	Cladoraphis spinosa	Poaceae	Poales	Perennial	Illumina MiSeq	Outer Rhizosphere	23.73 S 15.77 E	-23.73	15.77	Z10	PAIRED	PCR	v3/v4	METAGENOMIC	C. spinosa Outer RSP biological replicate 3	rhizosphere metagenome	ILLUMINA	jueves, 21 de marzo de 2019	Z10	SRP153940	923	19.83333	102	77	2	Sandy loam	7.43	na	2.49	0.24	6.4	0.001234	Xerophyte	RG	81	14	5	loamy sand	1.68	10	0.14	62	4	100	4	3	0.1	2
SRR7527034	AMPLICON	602	121883930	PRJNA481151	SAMN09661569	MIMS.me,MIGS/MIMS/MIMARKS.plant-associated	79398594	KAUST	01/04/2017	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	Sandy desert	Dune	Root system	SRX4395430	Namibia	Africa	Namibia	Cladoraphis spinosa	Poaceae	Poales	Perennial	Illumina MiSeq	Outer Rhizosphere	23.73 S 15.77 E	-23.73	15.77	Z8	PAIRED	PCR	v3/v4	METAGENOMIC	C. spinosa Outer RSP biological replicate 1	rhizosphere metagenome	ILLUMINA	jueves, 21 de marzo de 2019	Z8	SRP153940	923	19.83333	102	77	2	Sandy loam	7.43	na	2.49	0.24	6.4	0.001234	Xerophyte	RG	81	14	5	loamy sand	1.68	10	0.14	62	4	100	4	3	0.1	2
SRR7527035	AMPLICON	602	102115454	PRJNA481151	SAMN09661543	MIMS.me,MIGS/MIMS/MIMARKS.plant-associated	69477467	KAUST	01/04/2017	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	Sandy desert	Dune	Root system	SRX4395429	Namibia	Africa	Namibia	Stipagrostis seelyae	Poaceae	Poales	Perennial	Illumina MiSeq	Rhizosheath	23.73 S 15.77 E	-23.73	15.77	Y16	PAIRED	PCR	v3/v4	METAGENOMIC	S. seelyae RSH biological replicate 2	root metagenome	ILLUMINA	jueves, 21 de marzo de 2019	Y16	SRP153940	923	19.83333	102	77	2	Sandy loam	7.43	na	2.49	0.24	6.4	0.001234	Xerophyte	RG	81	14	5	loamy sand	1.68	10	0.14	62	4	100	4	3	0.1	2
SRR7527037	AMPLICON	602	88208652	PRJNA481151	SAMN09661572	MIMS.me,MIGS/MIMS/MIMARKS.plant-associated	56388223	KAUST	01/04/2017	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	Sandy desert	Dune	Root system	SRX4395427	Namibia	Africa	Namibia	Cladoraphis spinosa	Poaceae	Poales	Perennial	Illumina MiSeq	Outer Rhizosphere	23.73 S 15.77 E	-23.73	15.77	Z11	PAIRED	PCR	v3/v4	METAGENOMIC	C. spinosa Outer RSP biological replicate 4	rhizosphere metagenome	ILLUMINA	jueves, 21 de marzo de 2019	Z11	SRP153940	923	19.83333	102	77	2	Sandy loam	7.43	na	2.49	0.24	6.4	0.001234	Xerophyte	RG	81	14	5	loamy sand	1.68	10	0.14	62	4	100	4	3	0.1	2
SRR7527038	AMPLICON	602	97856906	PRJNA481151	SAMN09661537	MIMS.me,MIGS/MIMS/MIMARKS.plant-associated	66780663	KAUST	01/04/2017	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	Sandy desert	Dune	Root system	SRX4395426	Namibia	Africa	Namibia	Stipagrostis sabulicola	Poaceae	Poales	Perennial	Illumina MiSeq	Rhizosheath	23.73 S 15.77 E	-23.73	15.77	W17	PAIRED	PCR	v3/v4	METAGENOMIC	S. sabulicola RSH biological replicate 3	root metagenome	ILLUMINA	jueves, 21 de marzo de 2019	W17	SRP153940	923	19.83333	102	77	2	Sandy loam	7.43	na	2.49	0.24	6.4	0.001234	Xerophyte	RG	81	14	5	loamy sand	1.68	10	0.14	62	4	100	4	3	0.1	2
SRR7527039	AMPLICON	602	122491348	PRJNA481151	SAMN09661538	MIMS.me,MIGS/MIMS/MIMARKS.plant-associated	83496160	KAUST	01/04/2017	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	Sandy desert	Dune	Root system	SRX4395425	Namibia	Africa	Namibia	Stipagrostis sabulicola	Poaceae	Poales	Perennial	Illumina MiSeq	Rhizosheath	23.73 S 15.77 E	-23.73	15.77	W18	PAIRED	PCR	v3/v4	METAGENOMIC	S. sabulicola RSH biological replicate 4	root metagenome	ILLUMINA	jueves, 21 de marzo de 2019	W18	SRP153940	923	19.83333	102	77	2	Sandy loam	7.43	na	2.49	0.24	6.4	0.001234	Xerophyte	RG	81	14	5	loamy sand	1.68	10	0.14	62	4	100	4	3	0.1	2
SRR7527040	AMPLICON	602	92865724	PRJNA481151	SAMN09661535	MIMS.me,MIGS/MIMS/MIMARKS.plant-associated	63839698	KAUST	01/04/2017	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	Sandy desert	Dune	Root system	SRX4395424	Namibia	Africa	Namibia	Stipagrostis sabulicola	Poaceae	Poales	Perennial	Illumina MiSeq	Rhizosheath	23.73 S 15.77 E	-23.73	15.77	W15	PAIRED	PCR	v3/v4	METAGENOMIC	S. sabulicola RSH biological replicate 1	root metagenome	ILLUMINA	jueves, 21 de marzo de 2019	W15	SRP153940	923	19.83333	102	77	2	Sandy loam	7.43	na	2.49	0.24	6.4	0.001234	Xerophyte	RG	81	14	5	loamy sand	1.68	10	0.14	62	4	100	4	3	0.1	2
SRR7527042	AMPLICON	602	91126546	PRJNA481151	SAMN09661565	MIMS.me,MIGS/MIMS/MIMARKS.plant-associated	57382968	KAUST	01/04/2017	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	Sandy desert	Dune	Root system	SRX4395422	Namibia	Africa	Namibia	Stipagrostis seelyae	Poaceae	Poales	Perennial	Illumina MiSeq	Outer Rhizosphere	23.73 S 15.77 E	-23.73	15.77	Y11	PAIRED	PCR	v3/v4	METAGENOMIC	S. seelyae Outer RSP biological replicate 4	rhizosphere metagenome	ILLUMINA	jueves, 21 de marzo de 2019	Y11	SRP153940	923	19.83333	102	77	2	Sandy loam	7.43	na	2.49	0.24	6.4	0.001234	Xerophyte	RG	81	14	5	loamy sand	1.68	10	0.14	62	4	100	4	3	0.1	2
SRR7527044	AMPLICON	602	112372330	PRJNA481151	SAMN09661539	MIMS.me,MIGS/MIMS/MIMARKS.plant-associated	75880068	KAUST	01/04/2017	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	Sandy desert	Dune	Root system	SRX4395420	Namibia	Africa	Namibia	Stipagrostis sabulicola	Poaceae	Poales	Perennial	Illumina MiSeq	Rhizosheath	23.73 S 15.77 E	-23.73	15.77	W19	PAIRED	PCR	v3/v4	METAGENOMIC	S. sabulicola RSH biological replicate 5	root metagenome	ILLUMINA	jueves, 21 de marzo de 2019	W19	SRP153940	923	19.83333	102	77	2	Sandy loam	7.43	na	2.49	0.24	6.4	0.001234	Xerophyte	RG	81	14	5	loamy sand	1.68	10	0.14	62	4	100	4	3	0.1	2
SRR7527046	AMPLICON	602	96087026	PRJNA481151	SAMN09661566	MIMS.me,MIGS/MIMS/MIMARKS.plant-associated	58574871	KAUST	01/04/2017	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	Sandy desert	Dune	Root system	SRX4395418	Namibia	Africa	Namibia	Stipagrostis seelyae	Poaceae	Poales	Perennial	Illumina MiSeq	Outer Rhizosphere	23.73 S 15.77 E	-23.73	15.77	Y12	PAIRED	PCR	v3/v4	METAGENOMIC	S. seelyae Outer RSP biological replicate 5	rhizosphere metagenome	ILLUMINA	jueves, 21 de marzo de 2019	Y12	SRP153940	923	19.83333	102	77	2	Sandy loam	7.43	na	2.49	0.24	6.4	0.001234	Xerophyte	RG	81	14	5	loamy sand	1.68	10	0.14	62	4	100	4	3	0.1	2
SRR7527047	AMPLICON	602	101934252	PRJNA481151	SAMN09661567	MIMS.me,MIGS/MIMS/MIMARKS.plant-associated	63414275	KAUST	01/04/2017	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	Sandy desert	Dune	Root system	SRX4395417	Namibia	Africa	Namibia	Stipagrostis seelyae	Poaceae	Poales	Perennial	Illumina MiSeq	Outer Rhizosphere	23.73 S 15.77 E	-23.73	15.77	Y13	PAIRED	PCR	v3/v4	METAGENOMIC	S. seelyae Outer RSP biological replicate 6	rhizosphere metagenome	ILLUMINA	jueves, 21 de marzo de 2019	Y13	SRP153940	923	19.83333	102	77	2	Sandy loam	7.43	na	2.49	0.24	6.4	0.001234	Xerophyte	RG	81	14	5	loamy sand	1.68	10	0.14	62	4	100	4	3	0.1	2
SRR7527050	AMPLICON	602	87423042	PRJNA481151	SAMN09661570	MIMS.me,MIGS/MIMS/MIMARKS.plant-associated	55912306	KAUST	01/04/2017	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	Sandy desert	Dune	Root system	SRX4395414	Namibia	Africa	Namibia	Cladoraphis spinosa	Poaceae	Poales	Perennial	Illumina MiSeq	Outer Rhizosphere	23.73 S 15.77 E	-23.73	15.77	Z9	PAIRED	PCR	v3/v4	METAGENOMIC	C. spinosa Outer RSP biological replicate 2	rhizosphere metagenome	ILLUMINA	jueves, 21 de marzo de 2019	Z9	SRP153940	923	19.83333	102	77	2	Sandy loam	7.43	na	2.49	0.24	6.4	0.001234	Xerophyte	RG	81	14	5	loamy sand	1.68	10	0.14	62	4	100	4	3	0.1	2
